,alcoholic_1,alcoholic_1,alcoholic_1,alcoholic_1,alcoholic_12,alcoholic_12,alcoholic_12,alcoholic_12,alcoholic_21,alcoholic_21,alcoholic_21,alcoholic_21,EyesOpenShut,EyesOpenShut,EyesOpenShut,EyesOpenShut,FingerMovements,FingerMovements,FingerMovements,FingerMovements
,Accuracy,AUC,F1 Measure,Mean CV on Train,Accuracy,AUC,F1 Measure,Mean CV on Train,Accuracy,AUC,F1 Measure,Mean CV on Train,Accuracy,AUC,F1 Measure,Mean CV on Train,Accuracy,AUC,F1 Measure,Mean CV on Train
ada_sig1,0.50625,0.5046093749999999,0.4060150375939849,0.428125,0.6125,0.67,0.6309523809523809,0.4606349206349207,0.70625,0.72390625,0.7044025157232704,0.5852604166666666,0.5476190476190477,0.5555555555555556,0.5128205128205129,0.631904761904762,0.51,0.522609043617447,0.5148514851485149,0.5150138608870968
ada_sig1_standard_scale,0.5375,0.5229687500000001,0.4861111111111111,0.421875,0.59375,0.6268750000000001,0.5806451612903225,0.4606349206349207,0.7,0.709375,0.7272727272727272,0.5852604166666666,0.3571428571428571,0.4036281179138322,0.3414634146341463,0.6604761904761904,0.56,0.5430172068827531,0.5599999999999999,0.5150138608870968
ada_sig1_standard_scale_time_aug,0.5375,0.5229687500000001,0.4861111111111111,0.421875,0.59375,0.6268750000000001,0.5806451612903225,0.4730793650793651,0.7,0.709375,0.7272727272727272,0.5852604166666666,0.3809523809523809,0.4580498866213152,0.2352941176470588,0.650952380952381,0.56,0.5430172068827531,0.5599999999999999,0.5150138608870968
ada_sig1_time_aug,0.50625,0.5046093749999999,0.4060150375939849,0.428125,0.6125,0.67,0.6309523809523809,0.4730793650793651,0.70625,0.72390625,0.7044025157232704,0.5852604166666666,0.5,0.5306122448979591,0.4,0.650952380952381,0.51,0.522609043617447,0.5148514851485149,0.5150138608870968
ada_sig1_ts_scale,0.3625,0.37875,0.3544303797468355,0.40078125,0.55,0.5901562499999999,0.5764705882352941,0.5717460317460318,0.61875,0.68234375,0.6211180124223602,0.5220312500000001,0.5952380952380952,0.5566893424036281,0.5405405405405405,0.7161904761904762,0.49,0.4689875950380152,0.4848484848484848,0.4876984627016129
ada_sig1_ts_scale_standard_scale,0.41875,0.439140625,0.4363636363636363,0.41328125,0.55,0.563515625,0.5609756097560975,0.5717460317460318,0.60625,0.6174999999999999,0.6227544910179641,0.5220312500000001,0.5238095238095238,0.528344671201814,0.5,0.7161904761904762,0.49,0.4685874349739896,0.495049504950495,0.4876984627016129
ada_sig1_ts_scale_standard_scale_time_aug,0.41875,0.439140625,0.4363636363636363,0.396875,0.55,0.563515625,0.5609756097560975,0.5655238095238095,0.60625,0.6174999999999999,0.6227544910179641,0.5220312500000001,0.5238095238095238,0.528344671201814,0.5,0.7161904761904762,0.49,0.4685874349739896,0.495049504950495,0.4876984627016129
ada_sig1_ts_scale_time_aug,0.3625,0.37875,0.3544303797468355,0.37421875,0.55,0.5901562499999999,0.5764705882352941,0.545968253968254,0.61875,0.68234375,0.6211180124223602,0.5220312500000001,0.5952380952380952,0.5566893424036281,0.5405405405405405,0.7161904761904762,0.49,0.4689875950380152,0.4848484848484848,0.4876984627016129
ada_sig2,0.86875,0.93078125,0.8645161290322579,0.7390625,0.84375,0.94875,0.8427672955974843,0.7575238095238095,0.875,0.94078125,0.8734177215189874,0.76109375,0.4523809523809524,0.5034013605442177,0.2068965517241379,0.5609523809523809,0.53,0.5232092837134854,0.5436893203883495,0.5001575100806451
ada_sig2_standard_scale,0.8625,0.92375,0.8552631578947368,0.7390625,0.85,0.943125,0.8571428571428572,0.7575238095238095,0.8625,0.92796875,0.8641975308641976,0.76109375,0.5714285714285714,0.5759637188208616,0.5263157894736842,0.5609523809523809,0.52,0.4949979991996798,0.5471698113207548,0.5001575100806451
ada_sig2_standard_scale_time_aug,0.8625,0.91890625,0.8552631578947368,0.73359375,0.83125,0.93328125,0.8343558282208589,0.7446984126984126,0.86875,0.94171875,0.8711656441717791,0.8141666666666667,0.5952380952380952,0.5306122448979591,0.5405405405405405,0.5285714285714286,0.5,0.4861944777911164,0.5283018867924528,0.4683908770161291
ada_sig2_time_aug,0.875,0.93015625,0.8701298701298702,0.73359375,0.80625,0.9175,0.7973856209150326,0.7446984126984126,0.875,0.95515625,0.8701298701298702,0.8141666666666667,0.5,0.526077097505669,0.3636363636363636,0.5285714285714286,0.51,0.5126050420168067,0.5148514851485149,0.4683908770161291
ada_sig2_ts_scale,0.8625,0.9321875,0.8641975308641976,0.75,0.88125,0.9509375,0.8805031446540881,0.6732698412698412,0.89375,0.946875,0.8957055214723926,0.7547395833333334,0.4761904761904761,0.492063492063492,0.4761904761904761,0.4380952380952381,0.58,0.5990396158463385,0.5882352941176471,0.4660660282258065
ada_sig2_ts_scale_standard_scale,0.85,0.93328125,0.85,0.71015625,0.875,0.955625,0.8809523809523809,0.752952380952381,0.89375,0.94921875,0.8957055214723926,0.7563020833333334,0.5238095238095238,0.4852607709750567,0.5238095238095238,0.4380952380952381,0.58,0.5746298519407763,0.58,0.4660660282258065
ada_sig2_ts_scale_standard_scale_time_aug,0.8125,0.916875,0.8076923076923076,0.75859375,0.90625,0.9659375,0.9079754601226994,0.7359365079365079,0.925,0.95609375,0.927710843373494,0.7464062499999999,0.5238095238095238,0.5804988662131519,0.4117647058823528,0.469047619047619,0.5,0.4737895158063225,0.4565217391304348,0.4414881552419355
ada_sig2_ts_scale_time_aug,0.83125,0.91875,0.8301886792452831,0.75859375,0.88125,0.97140625,0.8789808917197451,0.7359365079365079,0.91875,0.95484375,0.920245398773006,0.7464062499999999,0.4761904761904761,0.6009070294784581,0.3124999999999999,0.469047619047619,0.51,0.4797919167667066,0.5050505050505051,0.4414881552419355
knn_sig1,0.58125,0.60328125,0.6081871345029239,0.47734375,0.54375,0.594375,0.6217616580310882,0.4624444444444444,0.60625,0.6540625000000001,0.6701570680628272,0.4990885416666667,0.4761904761904761,0.481859410430839,0.3124999999999999,0.7338095238095239,0.5,0.522609043617447,0.5098039215686274,0.5213772681451612
knn_sig1_standard_scale,0.56875,0.6121093749999998,0.6497461928934011,0.45859375,0.56875,0.61828125,0.6532663316582915,0.5563174603174603,0.61875,0.6467187499999999,0.6806282722513088,0.4988020833333333,0.5238095238095238,0.546485260770975,0.1666666666666666,0.4697619047619047,0.51,0.4957983193277311,0.5585585585585585,0.5261750252016129
knn_sig1_standard_scale_time_aug,0.56875,0.6121093749999998,0.6497461928934011,0.45859375,0.56875,0.61828125,0.6532663316582915,0.5563174603174603,0.61875,0.6467187499999999,0.6806282722513088,0.4988020833333333,0.5238095238095238,0.546485260770975,0.1666666666666666,0.4697619047619047,0.51,0.4957983193277311,0.5585585585585585,0.5261750252016129
knn_sig1_time_aug,0.58125,0.60328125,0.6081871345029239,0.47734375,0.54375,0.594375,0.6217616580310882,0.4624444444444444,0.60625,0.6540625000000001,0.6701570680628272,0.4990885416666667,0.4761904761904761,0.481859410430839,0.3124999999999999,0.7338095238095239,0.5,0.522609043617447,0.5098039215686274,0.5213772681451612
knn_sig1_ts_scale,0.5125,0.521953125,0.5243902439024389,0.4484375,0.55625,0.59125,0.5644171779141104,0.5183492063492064,0.575,0.594765625,0.6179775280898877,0.421171875,0.5238095238095238,0.5396825396825397,0.3333333333333332,0.5766666666666668,0.42,0.4525810324129651,0.275,0.4347278225806452
knn_sig1_ts_scale_standard_scale,0.5375,0.553515625,0.5131578947368421,0.468359375,0.55625,0.5715625,0.5644171779141104,0.4958095238095238,0.51875,0.56515625,0.5389221556886229,0.4621875,0.5,0.4977324263038549,0.2222222222222222,0.4133333333333334,0.48,0.465186074429772,0.380952380952381,0.4919984879032258
knn_sig1_ts_scale_standard_scale_time_aug,0.5375,0.553515625,0.5131578947368421,0.468359375,0.55625,0.5715625,0.5644171779141104,0.4958095238095238,0.51875,0.56515625,0.5389221556886229,0.4621875,0.5,0.4977324263038549,0.2222222222222222,0.4133333333333334,0.48,0.465186074429772,0.380952380952381,0.4919984879032258
knn_sig1_ts_scale_time_aug,0.5125,0.521953125,0.5243902439024389,0.4484375,0.55625,0.59125,0.5644171779141104,0.5183492063492064,0.575,0.594765625,0.6179775280898877,0.421171875,0.5238095238095238,0.5396825396825397,0.3333333333333332,0.5766666666666668,0.42,0.4525810324129651,0.275,0.4347278225806452
knn_sig2,0.7625,0.8084375,0.7397260273972603,0.683203125,0.7625,0.85375,0.7397260273972603,0.6693333333333334,0.825,0.915078125,0.8333333333333334,0.7471875,0.5238095238095238,0.5056689342403629,0.0909090909090909,0.4585714285714286,0.55,0.536014405762305,0.5945945945945946,0.5044449344758064
knn_sig2_standard_scale,0.725,0.8040625,0.7317073170731706,0.642578125,0.75,0.8336718750000001,0.7674418604651162,0.654952380952381,0.76875,0.8641406249999999,0.7955801104972375,0.7020833333333333,0.5,0.427437641723356,0.0869565217391304,0.4826190476190476,0.48,0.5074029611844738,0.5593220338983051,0.4839245211693548
knn_sig2_standard_scale_time_aug,0.70625,0.8143750000000001,0.7251461988304093,0.626171875,0.7625,0.839140625,0.7790697674418605,0.6340634920634922,0.75,0.862109375,0.7777777777777777,0.7041145833333333,0.4761904761904761,0.3786848072562359,0.0,0.4188095238095238,0.56,0.5264105642256902,0.6333333333333334,0.4877488659274194
knn_sig2_time_aug,0.7625,0.8084375,0.7397260273972603,0.683203125,0.7625,0.85375,0.7397260273972603,0.6693333333333334,0.825,0.91515625,0.8333333333333334,0.7471875,0.5238095238095238,0.5056689342403629,0.0909090909090909,0.4585714285714286,0.55,0.536014405762305,0.5945945945945946,0.5044449344758064
knn_sig2_ts_scale,0.68125,0.834453125,0.6165413533834586,0.709765625,0.725,0.837578125,0.6615384615384615,0.666984126984127,0.74375,0.854921875,0.7050359712230215,0.6951822916666667,0.4761904761904761,0.5839002267573696,0.0833333333333333,0.4454761904761904,0.45,0.4743897559023609,0.3956043956043956,0.5241683467741935
knn_sig2_ts_scale_standard_scale,0.7,0.8096875,0.6417910447761194,0.680078125,0.70625,0.817578125,0.6356589147286822,0.6564444444444445,0.73125,0.818671875,0.6906474820143884,0.6553125,0.5,0.5249433106575964,0.2222222222222222,0.3928571428571429,0.46,0.4239695878351341,0.3076923076923076,0.5449596774193548
knn_sig2_ts_scale_standard_scale_time_aug,0.69375,0.8124218750000001,0.631578947368421,0.633984375,0.7375,0.8421874999999999,0.661290322580645,0.6524761904761904,0.74375,0.82359375,0.7092198581560285,0.6291145833333334,0.5,0.5510204081632654,0.16,0.3333333333333333,0.44,0.4079631852741096,0.3,0.5223884828629032
knn_sig2_ts_scale_time_aug,0.69375,0.824296875,0.6370370370370371,0.679296875,0.725,0.842578125,0.6615384615384615,0.6607936507936507,0.73125,0.848125,0.6861313868613139,0.724140625,0.4523809523809524,0.5113378684807256,0.0,0.4719047619047618,0.47,0.4299719887955182,0.3908045977011493,0.5415574596774194
lr_sig1,0.56875,0.5778125000000001,0.5490196078431373,0.5421875,0.51875,0.5298437500000001,0.5032258064516129,0.4322539682539682,0.6625,0.65734375,0.6625,0.5965104166666666,0.4285714285714285,0.4943310657596371,0.3684210526315788,0.7652380952380952,0.54,0.5266106442577031,0.5208333333333333,0.5263167842741936
lr_sig1_standard_scale,0.53125,0.53296875,0.5398773006134969,0.47734375,0.5375,0.54546875,0.5487804878048781,0.4417777777777778,0.6375,0.64453125,0.6627906976744186,0.6155729166666667,0.5,0.5419501133786848,0.4324324324324324,0.6661904761904762,0.55,0.5314125650260104,0.5631067961165048,0.5231728830645161
lr_sig1_standard_scale_time_aug,0.53125,0.53296875,0.5398773006134969,0.47734375,0.5375,0.54546875,0.5487804878048781,0.4417777777777778,0.6375,0.64453125,0.6627906976744186,0.6155729166666667,0.5,0.5419501133786848,0.4324324324324324,0.6661904761904762,0.55,0.5314125650260104,0.5631067961165048,0.5231728830645161
lr_sig1_time_aug,0.56875,0.5778125000000001,0.5490196078431373,0.5375,0.5375,0.5395312499999999,0.5256410256410255,0.4367619047619048,0.6625,0.6559375000000001,0.6625,0.6018749999999999,0.4285714285714285,0.4965986394557823,0.3684210526315788,0.7652380952380952,0.54,0.5266106442577031,0.5208333333333333,0.5263230846774194
lr_sig1_ts_scale,0.56875,0.5548437500000001,0.543046357615894,0.38671875,0.5625,0.63046875,0.4927536231884058,0.4551111111111111,0.60625,0.6540624999999999,0.6086956521739131,0.6094791666666667,0.5,0.5011337868480725,0.2758620689655172,0.6042857142857143,0.45,0.4153661464585834,0.4210526315789474,0.5461819556451613
lr_sig1_ts_scale_standard_scale,0.54375,0.54890625,0.529032258064516,0.41015625,0.4875,0.5353125,0.4938271604938271,0.4506666666666666,0.58125,0.6446874999999999,0.603550295857988,0.6340104166666667,0.4523809523809524,0.5124716553287981,0.2068965517241379,0.6561904761904762,0.49,0.4697879151660664,0.4742268041237114,0.5409841229838709
lr_sig1_ts_scale_standard_scale_time_aug,0.54375,0.54890625,0.529032258064516,0.41015625,0.4875,0.5353125,0.4938271604938271,0.4506666666666666,0.58125,0.6446874999999999,0.603550295857988,0.6340104166666667,0.4523809523809524,0.5124716553287981,0.2068965517241379,0.6561904761904762,0.49,0.4697879151660664,0.4742268041237114,0.5409841229838709
lr_sig1_ts_scale_time_aug,0.56875,0.555,0.543046357615894,0.3875,0.56875,0.6315624999999999,0.5035971223021583,0.4559999999999999,0.60625,0.6540624999999999,0.6086956521739131,0.6149479166666667,0.5238095238095238,0.5102040816326531,0.2307692307692307,0.6042857142857143,0.45,0.415766306522609,0.4210526315789474,0.5457787298387096
lr_sig2,0.8,0.8870312499999999,0.7714285714285714,0.7015625,0.86875,0.91578125,0.8627450980392157,0.641015873015873,0.8875,0.932109375,0.8875,0.7610416666666666,0.5,0.564625850340136,0.4615384615384615,0.550952380952381,0.58,0.5798319327731092,0.6037735849056604,0.5186428931451613
lr_sig2_standard_scale,0.88125,0.93421875,0.8819875776397514,0.6890625,0.8625,0.94375,0.8705882352941177,0.6915555555555557,0.85625,0.92921875,0.863905325443787,0.7297395833333333,0.6428571428571429,0.5873015873015872,0.6153846153846153,0.4928571428571429,0.47,0.5190076030412165,0.4952380952380952,0.5073084677419356
lr_sig2_standard_scale_time_aug,0.8875,0.931875,0.888888888888889,0.66796875,0.86875,0.94,0.8757396449704142,0.7083809523809524,0.85625,0.9290625,0.863905325443787,0.7298958333333333,0.5952380952380952,0.5487528344671202,0.5405405405405405,0.4757142857142857,0.49,0.5150060024009604,0.5048543689320388,0.5076234879032258
lr_sig2_time_aug,0.8,0.8870312499999999,0.7714285714285714,0.70390625,0.86875,0.91578125,0.8627450980392157,0.6507936507936508,0.8875,0.935546875,0.8875,0.7790104166666667,0.5,0.5668934240362812,0.4615384615384615,0.550952380952381,0.55,0.57703081232493,0.5631067961165048,0.5164566532258064
lr_sig2_ts_scale,0.86875,0.9471875,0.8609271523178808,0.72421875,0.81875,0.90703125,0.8053691275167786,0.7294603174603175,0.89375,0.9540625,0.8930817610062892,0.7591145833333333,0.5476190476190477,0.5487528344671202,0.3448275862068965,0.4776190476190476,0.51,0.4997999199679872,0.5504587155963303,0.4768838205645161
lr_sig2_ts_scale_standard_scale,0.88125,0.939375,0.8774193548387097,0.6890625,0.825,0.9096875,0.8205128205128205,0.7048888888888889,0.91875,0.94625,0.9212121212121211,0.7445833333333334,0.6190476190476191,0.5578231292517006,0.5555555555555556,0.5285714285714286,0.44,0.4841936774709884,0.4615384615384615,0.4789566532258064
lr_sig2_ts_scale_standard_scale_time_aug,0.85625,0.935,0.8476821192052981,0.6921875,0.825,0.900625,0.818181818181818,0.7023492063492063,0.89375,0.94,0.8982035928143712,0.7422916666666667,0.5476190476190477,0.5306122448979592,0.4864864864864864,0.5,0.45,0.4829931972789115,0.4554455445544554,0.4736202116935484
lr_sig2_ts_scale_time_aug,0.85625,0.93984375,0.8456375838926175,0.71875,0.825,0.901875,0.8108108108108107,0.7234285714285714,0.88125,0.94515625,0.8805031446540881,0.7471354166666667,0.5238095238095238,0.5374149659863945,0.2857142857142857,0.4771428571428571,0.51,0.4933973589435774,0.5504587155963303,0.4809538810483871
rf_sig1,0.6125,0.65234375,0.6125,0.4078125,0.64375,0.7262500000000001,0.6122448979591838,0.5647619047619047,0.65,0.7518750000000001,0.6585365853658537,0.5626562500000001,0.4523809523809524,0.6598639455782314,0.2068965517241379,0.7328571428571429,0.53,0.5326130452180873,0.5154639175257731,0.4870495211693548
rf_sig1_standard_scale,0.575,0.6318750000000001,0.5853658536585366,0.4765625,0.6125,0.6925,0.6025641025641025,0.5657142857142856,0.65,0.73265625,0.6266666666666667,0.5497395833333333,0.4761904761904761,0.6031746031746033,0.2142857142857142,0.7328571428571429,0.53,0.5362144857943177,0.5436893203883495,0.5005575856854839
rf_sig1_standard_scale_time_aug,0.525,0.5590624999999999,0.5730337078651685,0.40234375,0.625,0.67,0.6296296296296297,0.5577142857142856,0.66875,0.7421875,0.65359477124183,0.5353125000000001,0.4761904761904761,0.5804988662131518,0.3124999999999999,0.709047619047619,0.53,0.5058023209283713,0.5052631578947367,0.484245841733871
rf_sig1_time_aug,0.53125,0.5535937500000001,0.5810055865921787,0.39453125,0.6375,0.69515625,0.6329113924050633,0.5586031746031747,0.65,0.7575,0.6585365853658537,0.5220312500000001,0.4761904761904761,0.6326530612244898,0.3124999999999999,0.709047619047619,0.56,0.5310124049619849,0.4883720930232558,0.4848506804435484
rf_sig1_ts_scale,0.56875,0.60734375,0.5714285714285714,0.328125,0.56875,0.64921875,0.5306122448979592,0.4265396825396825,0.63125,0.664375,0.6380368098159509,0.4674999999999999,0.4523809523809524,0.6167800453514739,0.2580645161290322,0.7102380952380953,0.42,0.4441776710684274,0.4081632653061224,0.5239730342741936
rf_sig1_ts_scale_standard_scale,0.59375,0.6078124999999999,0.563758389261745,0.3640625,0.50625,0.5732812500000001,0.4836601307189542,0.4265396825396825,0.6125,0.6381249999999999,0.6025641025641025,0.4674999999999999,0.5,0.6099773242630386,0.2758620689655172,0.7102380952380953,0.49,0.4533813525410163,0.4742268041237114,0.5239730342741936
rf_sig1_ts_scale_standard_scale_time_aug,0.5125,0.519453125,0.5185185185185186,0.342578125,0.54375,0.57890625,0.5228758169934641,0.4787301587301587,0.59375,0.649375,0.5695364238410596,0.4502604166666667,0.4761904761904761,0.5941043083900226,0.1538461538461538,0.7242857142857142,0.45,0.4357743097238895,0.3956043956043956,0.5599987399193548
rf_sig1_ts_scale_time_aug,0.50625,0.5082812499999999,0.5093167701863354,0.33671875,0.575,0.62921875,0.5466666666666666,0.4787301587301587,0.65,0.67796875,0.654320987654321,0.4502604166666667,0.4285714285714285,0.6224489795918368,0.1428571428571428,0.7242857142857142,0.46,0.4413765506202481,0.425531914893617,0.5565398185483872
rf_sig2,0.75,0.8253124999999999,0.7142857142857143,0.73671875,0.84375,0.8968750000000001,0.8427672955974843,0.7949206349206349,0.85625,0.94515625,0.8571428571428572,0.805625,0.4523809523809524,0.5306122448979591,0.2068965517241379,0.4785714285714285,0.44,0.4533813525410164,0.4716981132075472,0.5066343245967742
rf_sig2_standard_scale,0.75625,0.8256249999999999,0.7272727272727272,0.73671875,0.8375,0.89125,0.8414634146341463,0.7949206349206349,0.84375,0.939375,0.8427672955974843,0.805625,0.5238095238095238,0.5419501133786848,0.2857142857142857,0.4785714285714285,0.41,0.432172869147659,0.4684684684684684,0.5066343245967742
rf_sig2_standard_scale_time_aug,0.7375,0.7887500000000001,0.7162162162162162,0.73984375,0.825,0.9015625,0.8271604938271605,0.7991111111111111,0.875,0.94859375,0.8717948717948718,0.8009895833333334,0.5,0.5328798185941044,0.2758620689655172,0.4747619047619046,0.42,0.4497799119647859,0.4727272727272727,0.5376260080645161
rf_sig2_time_aug,0.75625,0.7937500000000001,0.723404255319149,0.73046875,0.84375,0.91484375,0.8427672955974843,0.7991111111111111,0.8875,0.95484375,0.8846153846153847,0.8009895833333334,0.4285714285714285,0.4875283446712018,0.2,0.4747619047619046,0.46,0.4501800720288115,0.4807692307692308,0.5376260080645161
rf_sig2_ts_scale,0.74375,0.8004687500000001,0.7050359712230215,0.77578125,0.76875,0.8834375,0.7516778523489933,0.7900952380952381,0.875,0.92390625,0.8765432098765432,0.8042708333333334,0.6190476190476191,0.5260770975056689,0.3846153846153846,0.4876190476190477,0.5,0.4921968787515006,0.5283018867924528,0.4730972782258065
rf_sig2_ts_scale_standard_scale,0.74375,0.7903125,0.7210884353741497,0.76171875,0.79375,0.8756250000000001,0.7843137254901962,0.7909841269841271,0.88125,0.9209375,0.8834355828220859,0.8086979166666668,0.5238095238095238,0.5374149659863946,0.1666666666666666,0.4876190476190477,0.54,0.5210084033613445,0.5490196078431373,0.4730972782258065
rf_sig2_ts_scale_standard_scale_time_aug,0.71875,0.7796875,0.697986577181208,0.76484375,0.8,0.8748437499999999,0.7894736842105262,0.7806984126984127,0.825,0.9084375,0.8205128205128205,0.8055208333333332,0.4523809523809524,0.4807256235827664,0.2068965517241379,0.5738095238095239,0.51,0.5130052020808322,0.4842105263157895,0.5061932963709677
rf_sig2_ts_scale_time_aug,0.73125,0.78703125,0.6993006993006993,0.78046875,0.7875,0.88359375,0.7702702702702703,0.7806984126984127,0.81875,0.9109375,0.8129032258064516,0.8055208333333332,0.4523809523809524,0.4965986394557823,0.2580645161290322,0.5738095238095239,0.52,0.4985994397759103,0.5384615384615384,0.5061932963709677
svc_sig1,0.5875,0.43578125,0.6826923076923077,0.48359375,0.5,0.4887499999999999,0.6610169491525423,0.5013968253968254,0.68125,0.7592187499999999,0.7052023121387283,0.5400520833333333,0.5476190476190477,0.54421768707483,0.3870967741935483,0.7266666666666667,0.49,0.5050020008003201,0.5233644859813085,0.5350491431451613
svc_sig1_standard_scale,0.58125,0.6209375,0.5838509316770186,0.42890625,0.63125,0.6775,0.6289308176100629,0.542984126984127,0.675,0.7598437499999999,0.6578947368421053,0.5726041666666666,0.5,0.4353741496598639,0.16,0.4771428571428571,0.6,0.5778311324529811,0.6226415094339622,0.5507434475806452
svc_sig1_standard_scale_time_aug,0.58125,0.6209375,0.5838509316770186,0.42890625,0.63125,0.6775,0.6289308176100629,0.542984126984127,0.675,0.7598437499999999,0.6578947368421053,0.5726041666666666,0.5,0.4353741496598639,0.16,0.4771428571428571,0.6,0.5778311324529811,0.6226415094339622,0.5507434475806452
svc_sig1_time_aug,0.5875,0.43578125,0.6826923076923077,0.48359375,0.5,0.4887499999999999,0.6610169491525423,0.5013968253968254,0.68125,0.7592187499999999,0.7052023121387283,0.5392708333333334,0.5476190476190477,0.54421768707483,0.3870967741935483,0.7266666666666667,0.49,0.5050020008003201,0.5233644859813085,0.5350491431451613
svc_sig1_ts_scale,0.5875,0.64390625,0.5822784810126582,0.43125,0.6,0.6896875,0.5844155844155844,0.4727619047619048,0.6625,0.72546875,0.6493506493506493,0.5953125,0.5238095238095238,0.6417233560090703,0.2307692307692307,0.5547619047619048,0.44,0.4529811924769908,0.391304347826087,0.5302671370967742
svc_sig1_ts_scale_standard_scale,0.6125,0.631875,0.6025641025641025,0.4390625,0.6,0.658828125,0.5844155844155844,0.5154920634920634,0.68125,0.7229687499999999,0.670967741935484,0.5189583333333333,0.5,0.4058956916099773,0.16,0.5133333333333333,0.49,0.508203281312525,0.3703703703703703,0.5520035282258065
svc_sig1_ts_scale_standard_scale_time_aug,0.6125,0.631875,0.6025641025641025,0.4390625,0.6,0.658828125,0.5844155844155844,0.5163809523809524,0.68125,0.7229687499999999,0.670967741935484,0.5189583333333333,0.5,0.4058956916099773,0.16,0.5133333333333333,0.49,0.508203281312525,0.3703703703703703,0.5520035282258065
svc_sig1_ts_scale_time_aug,0.575,0.646328125,0.5641025641025641,0.409375,0.5875,0.594375,0.6162790697674418,0.5142222222222221,0.66875,0.723125,0.65359477124183,0.6063541666666666,0.6190476190476191,0.6031746031746033,0.5,0.5261904761904761,0.45,0.4519807923169268,0.3956043956043956,0.5298387096774193
svc_sig2,0.79375,0.8435937499999999,0.7870967741935484,0.696875,0.89375,0.9303125,0.8957055214723926,0.6735238095238095,0.8375,0.94796875,0.8470588235294118,0.7049479166666667,0.5,0.5487528344671202,0.0869565217391304,0.560952380952381,0.5,0.5462184873949579,0.5967741935483871,0.5283959173387097
svc_sig2_standard_scale,0.7,0.7955468749999999,0.7,0.6453125,0.80625,0.8771875,0.8050314465408804,0.6968888888888889,0.85625,0.94828125,0.8588957055214724,0.6954687500000001,0.5,0.4467120181405896,0.0,0.4566666666666666,0.47,0.4557823129251701,0.5470085470085471,0.5371912802419354
svc_sig2_standard_scale_time_aug,0.79375,0.8735937500000001,0.7924528301886793,0.64296875,0.825,0.91,0.8205128205128205,0.6916825396825397,0.8625,0.94734375,0.8641975308641976,0.7053645833333333,0.5,0.4444444444444445,0.0869565217391304,0.4671428571428571,0.46,0.4605842336934774,0.5344827586206896,0.5346333165322581
svc_sig2_time_aug,0.79375,0.8435937499999999,0.7870967741935484,0.696875,0.89375,0.9303125,0.8957055214723926,0.6735238095238095,0.8375,0.94796875,0.8470588235294118,0.7049479166666667,0.5,0.5487528344671202,0.0869565217391304,0.560952380952381,0.5,0.5462184873949579,0.5967741935483871,0.5283959173387097
svc_sig2_ts_scale,0.81875,0.88265625,0.8152866242038217,0.7484375,0.8125,0.8743750000000001,0.8148148148148149,0.7553015873015873,0.875,0.9240625,0.8795180722891567,0.7775000000000001,0.5,0.3990929705215419,0.0,0.3647619047619047,0.46,0.506202480992397,0.5645161290322581,0.4735131048387096
svc_sig2_ts_scale_standard_scale,0.8125,0.88515625,0.8076923076923076,0.734375,0.8125,0.86890625,0.8192771084337349,0.7483174603174604,0.88125,0.938125,0.8848484848484848,0.7719270833333333,0.5,0.4217687074829932,0.0,0.458095238095238,0.43,0.4353741496598639,0.3595505617977528,0.5030304939516129
svc_sig2_ts_scale_standard_scale_time_aug,0.8125,0.8864062500000001,0.8076923076923076,0.7234375,0.8125,0.869375,0.8192771084337349,0.7502222222222223,0.875,0.9375,0.8780487804878048,0.76875,0.5,0.3945578231292517,0.0,0.4123809523809524,0.43,0.4225690276110444,0.3448275862068966,0.5060987903225806
svc_sig2_ts_scale_time_aug,0.81875,0.88421875,0.8152866242038217,0.75390625,0.8125,0.8728125,0.8148148148148149,0.7626031746031746,0.875,0.925,0.8795180722891567,0.7720312500000001,0.4523809523809524,0.4467120181405896,0.0,0.4019047619047619,0.5,0.5042016806722689,0.5192307692307693,0.4761340725806451
ts_knn_ts_scale,0.7625,0.8503125,0.7654320987654322,0.635546875,0.8,0.878671875,0.7974683544303798,0.721936507936508,0.84375,0.92078125,0.84472049689441,0.6458854166666667,0.5,0.5736961451247165,0.0869565217391304,0.6566666666666666,0.51,0.4953981592637054,0.5050505050505051,0.5189957157258064
ts_knn_ts_scale_time_aug,0.76875,0.854140625,0.7672955974842767,0.65859375,0.80625,0.8878125,0.8000000000000002,0.6987619047619048,0.85,0.924453125,0.85,0.6228906249999999,0.5,0.5566893424036282,0.2222222222222222,0.5776190476190477,0.51,0.4953981592637054,0.5050505050505051,0.5231287802419354
ts_svc_ts_scale,0.75,0.8124999999999999,0.7590361445783131,0.6203125,0.85,0.94359375,0.8461538461538461,0.8532698412698414,0.85625,0.929765625,0.8516129032258064,0.65515625,0.4761904761904761,0.4081632653061224,0.3529411764705882,0.7633333333333333,0.55,0.5412164865946378,0.5360824742268041,0.4964654737903226
ts_svc_ts_scale_time_aug,0.75,0.81265625,0.7590361445783131,0.6203125,0.8625,0.94234375,0.8607594936708861,0.8515555555555556,0.85625,0.929921875,0.8516129032258064,0.65359375,0.5714285714285714,0.4988662131519275,0.5,0.7504761904761905,0.55,0.5430172068827531,0.5360824742268041,0.5141066028225806
